STATE_ABBREVIATION,STATE,D,CANDIDATE_ID,INCUMBENT,CANDIDATE_NAME_(FIRST),CANDIDATE_NAME_(LAST),CANDIDATE_NAME,TOTAL_VOTES,PARTY,PRIMARY_VOTES,PRIMARY_%,RUNOFF_VOTES,RUNOFF_%,GENERAL_VOTES,GENERAL_%,GE_RUNOFF_ELECTION_VOTES_(LA),GE_RUNOFF_ELECTION_%_(LA),"COMBINED_GE_PARTY_TOTALS_(CT,_NY,_SC)","COMBINED_%_(CT,_NY,_SC)",GE_WINNER_INDICATOR,FOOTNOTES
IL,Illinois,07,,0,,,,Party Votes:,D,171664.0,,,,,,,,,,0,
IL,Illinois,07,,0,,,,District Votes:,R,171664.0,,,,297466.0,,,,,,0,
IL,Illinois,08,,0,,,,Party Votes:,D,78880.0,,,,,,,,,,0,
IL,Illinois,08,,0,,,,Party Votes:,R,51060.0,,,,,,,,,,0,
IL,Illinois,08,,0,,,,District Votes:,,129940.0,,,,248571.0,,,,,,0,
IL,Illinois,09,,0,,,,Party Votes:,D,134961.0,,,,,,,,,,0,
IL,Illinois,09,,0,,,,Party Votes:,R,47948.0,,,,,,,,,,0,
IL,Illinois,09,,0,,,,District Votes:,,182909.0,,,,326948.0,,,,,,0,
IL,Illinois,10,,0,,,,Party Votes:,D,94758.0,,,,,,,,,,0,
IL,Illinois,10,,0,,,,Party Votes:,R,61968.0,,,,,,,,,,0,
IL,Illinois,10,,0,,,,District Votes:,,156726.0,,,,285996.0,,,,,,0,
IL,Illinois,11,,0,,,,Party Votes:,D,82984.0,,,,,,,,,,0,
IL,Illinois,11,,0,,,,Party Votes:,R,61884.0,,,,,,,,,,0,
IL,Illinois,11,,0,,,,District Votes:,,144868.0,,,,275573.0,,,,,,0,
IL,Illinois,12,,0,,,,Party Votes:,R,74454.0,,,,,,,,,,0,
IL,Illinois,12,,0,,,,Party Votes:,D,70580.0,,,,,,,,,,0,
IL,Illinois,12,,0,,,,Party Votes:,GRE,146.0,,,,,,,,,,0,
IL,Illinois,12,,0,,,,District Votes:,,145180.0,,,,313002.0,,,,,,0,
IL,Illinois,13,,0,,,,Party Votes:,R,92848.0,,,,,,,,,,0,
IL,Illinois,13,,0,,,,Party Votes:,D,71430.0,,,,,,,,,,0,
IL,Illinois,13,,0,,,,District Votes:,,164278.0,,,,314394.0,,,,,,0,
IL,Illinois,14,,0,,,,Party Votes:,R,101299.0,,,,,,,,,,0,
IL,Illinois,14,,0,,,,Party Votes:,D,64883.0,,,,,,,,,,0,
IL,Illinois,14,,0,,,,District Votes:,,166182.0,,,,338097.0,,,,,,0,
IL,Illinois,15,,0,,,,Party Votes:,R,126792.0,,,,,,,,,,0,
IL,Illinois,15,,0,,,,District Votes:,,126792.0,,,,274554.0,,,,,,0,
IL,Illinois,16,,0,,,,Party Votes:,R,101423.0,,,,,,,,,,0,
IL,Illinois,16,,0,,,,District Votes:,,101423.0,,,,259853.0,,,,,,0,
IL,Illinois,17,,0,,,,Party Votes:,D,70319.0,,,,,,,,,,0,
IL,Illinois,17,,0,,,,Party Votes:,R,69210.0,,,,,,,,,,0,
IL,Illinois,17,,0,,,,District Votes:,,139529.0,,,,287068.0,,,,,,0,
IL,Illinois,18,,0,,,,Party Votes:,R,130419.0,,,,,,,,,,0,
IL,Illinois,18,,0,,,,Party Votes:,D,148.0,,,,,,,,,,0,
IL,Illinois,18,,0,,,,District Votes:,,130567.0,,,,347283.0,,,,,,0,
IL,Illinois,H,,0,,,,Total State Votes:,,2963313.0,,,,5241767.0,,,,,,0,
IN,Indiana,01,,0,,,,Party Votes:,D,96410.0,,,,,,,,,,0,
IN,Indiana,01,,0,,,,District Votes:,,96410.0,,,,254583.0,,,,,,0,
IN,Indiana,02,,0,,,,Party Votes:,R,110923.0,,,,,,,,,,0,
IN,Indiana,02,,0,,,,Party Votes:,D,53385.0,,,,,,,,,,0,
IN,Indiana,02,,0,,,,District Votes:,,164308.0,,,,277357.0,,,,,,0,
IN,Indiana,03,,0,,,,Party Votes:,R,135698.0,,,,,,,,,,0,
IN,Indiana,03,,0,,,,Party Votes:,D,40710.0,,,,,,,,,,0,
IN,Indiana,03,,0,,,,District Votes:,,176408.0,,,,287247.0,,,,,,0,
IN,Indiana,04,,0,,,,Party Votes:,R,124251.0,,,,,,,,,,0,
IN,Indiana,04,,0,,,,Party Votes:,D,43401.0,,,,,,,,,,0,
IN,Indiana,04,,0,,,,District Votes:,,167652.0,,,,299434.0,,,,,,0,
IN,Indiana,05,,0,,,,Party Votes:,R,136986.0,,,,,,,,,,0,
IN,Indiana,05,,0,,,,Party Votes:,D,70117.0,,,,,,,,,,0,
IN,Indiana,05,,0,,,,District Votes:,,207103.0,,,,361135.0,,,,,,0,
IN,Indiana,06,,0,,,,Party Votes:,R,118238.0,,,,,,,,,,0,
IN,Indiana,06,,0,,,,Party Votes:,D,42865.0,,,,,,,,,,0,
IN,Indiana,06,,0,,,,District Votes:,,161103.0,,,,296385.0,,,,,,0,
IN,Indiana,07,,0,,,,Party Votes:,D,81747.0,,,,,,,,,,0,
IN,Indiana,07,,0,,,,Party Votes:,R,57500.0,,,,,,,,,,0,
IN,Indiana,07,,0,,,,District Votes:,,139247.0,,,,264670.0,,,,,,0,
IN,Indiana,08,,0,,,,Party Votes:,R,112057.0,,,,,,,,,,0,
IN,Indiana,08,,0,,,,Party Votes:,D,58476.0,,,,,,,,,,0,
IN,Indiana,08,,0,,,,District Votes:,,170533.0,,,,294713.0,,,,,,0,
IN,Indiana,09,,0,,,,Party Votes:,R,121512.0,,,,,,,,,,0,
IN,Indiana,09,,0,,,,Party Votes:,D,63115.0,,,,,,,,,,0,
IN,Indiana,09,,0,,,,District Votes:,,184627.0,,,,322843.0,,,,,,0,
IN,Indiana,H,,0,,,,Total State Votes:,,1467391.0,,,,2658367.0,,,,,,0,
IA,Iowa,01,,0,,,,Party Votes:,R,13499.0,,,,,,,,,,0,
IA,Iowa,01,,0,,,,Party Votes:,D,31160.0,,,,,,,,,,0,
IA,Iowa,01,,0,,,,District Votes:,,44659.0,,,,384977.0,,,,,,0,
IA,Iowa,02,,0,,,,Party Votes:,D,23976.0,,,,,,,,,,0,
IA,Iowa,02,,0,,,,Party Votes:,R,15094.0,,,,,,,,,,0,
IA,Iowa,02,,0,,,,District Votes:,,39070.0,,,,370032.0,,,,,,0,
IA,Iowa,03,,0,,,,Party Votes:,R,21205.0,,,,,,,,,,0,
IA,Iowa,03,,0,,,,Party Votes:,D,26285.0,,,,,,,,,,0,
IA,Iowa,03,,0,,,,District Votes:,,47490.0,,,,390287.0,,,,,,0,
IA,Iowa,04,,0,,,,Party Votes:,R,45019.0,,,,,,,,,,0,
IA,Iowa,04,,0,,,,Party Votes:,D,12800.0,,,,,,,,,,0,
IA,Iowa,04,,0,,,,District Votes:,,57819.0,,,,370259.0,,,,,,0,
IA,Iowa,H,,0,,,,Total State Votes:,,189038.0,,,,1515555.0,,,,,,0,
KS,Kansas,01,,0,,,,Party Votes:,R,105886.0,,,,,,,,,,0,
KS,Kansas,01,,0,,,,District Votes:,,105886.0,,,,257971.0,,,,,,0,
KS,Kansas,02,,0,,,,Party Votes:,R,54958.0,,,,,,,,,,0,
KS,Kansas,02,,0,,,,Party Votes:,D,24383.0,,,,,,,,,,0,
KS,Kansas,02,,0,,,,District Votes:,,79341.0,,,,297401.0,,,,,,0,
KS,Kansas,03,,0,,,,Party Votes:,R,59244.0,,,,,,,,,,0,
KS,Kansas,03,,0,,,,Party Votes:,D,33419.0,,,,,,,,,,0,
KS,Kansas,03,,0,,,,District Votes:,,92663.0,,,,343113.0,,,,,,0,
KS,Kansas,04,,0,,,,Party Votes:,R,56808.0,,,,,,,,,,0,
KS,Kansas,04,,0,,,,Party Votes:,D,18425.0,,,,,,,,,,0,
KS,Kansas,04,,0,,,,District Votes:,,75233.0,,,,275251.0,,,,,,0,
KS,Kansas,H,,0,,,,Total State Votes:,,353123.0,,,,1173736.0,,,,,,0,
KY,Kentucky,01,,0,,,,Party Votes:,R,40173.0,,,,,,,,,,0,
KY,Kentucky,01,,0,,,,District Votes:,,40173.0,,,,299001.0,,,,,,0,
KY,Kentucky,02,,0,,,,District Votes:,,,,,,251825.0,,,,,,0,
KY,Kentucky,03,,0,,,,Party Votes:,R,21510.0,,,,,,,,,,0,
KY,Kentucky,03,,0,,,,District Votes:,,21510.0,,,,334494.0,,,,,,0,
KY,Kentucky,04,,0,,,,District Votes:,,,,,,327987.0,,,,,,0,
KY,Kentucky,05,,0,,,,Party Votes:,R,43653.0,,,,,,,,,,0,
KY,Kentucky,05,,0,,,,District Votes:,,43653.0,,,,221242.0,,,,,,0,
KY,Kentucky,06,,0,,,,Party Votes:,R,29820.0,,,,,,,,,,0,
KY,Kentucky,06,,0,,,,Party Votes:,D,79212.0,,,,,,,,,,0,
KY,Kentucky,06,,0,,,,District Votes:,,109032.0,,,,330827.0,,,,,,0,
KY,Kentucky,H,,0,,,,Total State Votes:,,214368.0,,,,2055999.0,,,,,,0,
LA,Louisiana,01,,0,,,,District Votes:,,,,,,326788.0,,,,,,0,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary."
LA,Louisiana,02,,0,,,,District Votes:,,,,,,284269.0,,,,,,0,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary."
LA,Louisiana,03,,0,,,,District Votes:,,,,,,320454.0,,138433.0,,,,0,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary."
LA,Louisiana,04,,0,,,,District Votes:,,,,,,285985.0,,,,,,0,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary."
LA,Louisiana,05,,0,,,,District Votes:,,,,,,255662.0,,133949.0,,,,0,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary."
LA,Louisiana,06,,0,,,,District Votes:,,,,,,331098.0,,,,,,0,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary."
LA,Louisiana,H,,0,,,,Total State Votes:,,,,,,1804256.0,,272382.0,,,,0,"*  In Louisiana, a Congressional primary election is not held. In 2016, the election for candidates seeking Federal office was the General Election held on November 8, 2016, with a Runoff Election held on December 10, 2016, if necessary."
ME,Maine,01,,0,,,,Party Votes:,D,28143.0,,,,,,,,,,0,
ME,Maine,01,,0,,,,Party Votes:,R,20663.0,,,,,,,,,,0,
ME,Maine,01,,0,,,,District Votes:,,48806.0,,,,392391.0,,,,,,0,
ME,Maine,02,,0,,,,Party Votes:,R,19252.0,,,,,,,,,,0,
ME,Maine,02,,0,,,,Party Votes:,D,19003.0,,,,,,,,,,0,
ME,Maine,02,,0,,,,District Votes:,,38255.0,,,,352183.0,,,,,,0,
ME,Maine,H,,0,,,,Total State Votes:,,87061.0,,,,744574.0,,,,,,0,
MD,Maryland,01,,0,,,,Party Votes:,R,101420.0,,,,,,,,,,0,
MD,Maryland,01,,0,,,,Party Votes:,D,58276.0,,,,,,,,,,0,
MD,Maryland,01,,0,,,,District Votes:,,159696.0,,,,362097.0,,,,,,0,
MD,Maryland,02,,0,,,,Party Votes:,D,89820.0,,,,,,,,,,0,
MD,Maryland,02,,0,,,,Party Votes:,R,39761.0,,,,,,,,,,0,
MD,Maryland,02,,0,,,,District Votes:,,129581.0,,,,309480.0,,,,,,0,
MD,Maryland,03,,0,,,,Party Votes:,D,116272.0,,,,,,,,,,0,
MD,Maryland,03,,0,,,,Party Votes:,R,40019.0,,,,,,,,,,0,
MD,Maryland,03,,0,,,,District Votes:,,156291.0,,,,339675.0,,,,,,0,
MD,Maryland,04,,0,,,,Party Votes:,D,114623.0,,,,,,,,,,0,
MD,Maryland,04,,0,,,,Party Votes:,R,23781.0,,,,,,,,,,0,
MD,Maryland,04,,0,,,,District Votes:,,138404.0,,,,320650.0,,,,,,0,
MD,Maryland,05,,0,,,,Party Votes:,D,110411.0,,,,,,,,,,0,
MD,Maryland,05,,0,,,,Party Votes:,R,42459.0,,,,,,,,,,0,
MD,Maryland,05,,0,,,,District Votes:,,152870.0,,,,360634.0,,,,,,0,
MD,Maryland,06,,0,,,,Party Votes:,D,81660.0,,,,,,,,,,0,
MD,Maryland,06,,0,,,,Party Votes:,R,61279.0,,,,,,,,,,0,
MD,Maryland,06,,0,,,,District Votes:,,142939.0,,,,331973.0,,,,,,0,
MD,Maryland,07,,0,,,,Party Votes:,D,141827.0,,,,,,,,,,0,
MD,Maryland,07,,0,,,,Party Votes:,R,25595.0,,,,,,,,,,0,
MD,Maryland,07,,0,,,,District Votes:,,167422.0,,,,318912.0,,,,,,0,
MD,Maryland,08,,0,,,,Party Votes:,D,130403.0,,,,,,,,,,0,
MD,Maryland,08,,0,,,,Party Votes:,R,46541.0,,,,,,,,,,0,
MD,Maryland,08,,0,,,,District Votes:,,176944.0,,,,364324.0,,,,,,0,
MD,Maryland,H,,0,,,,Total State Votes:,,1224147.0,,,,2707745.0,,,,,,0,
MA,Massachusetts,01,,0,,,,Party Votes:,D,45563.0,,,,,,,,,,0,
MA,Massachusetts,01,,0,,,,District Votes:,,45563.0,,,,321539.0,,,,,,0,
MA,Massachusetts,02,,0,,,,Party Votes:,D,21728.0,,,,,,,,,,0,
MA,Massachusetts,02,,0,,,,District Votes:,,21728.0,,,,280411.0,,,,,,0,
MA,Massachusetts,03,,0,,,,Party Votes:,D,21338.0,,,,,,,,,,0,
MA,Massachusetts,03,,0,,,,Party Votes:,R,5828.0,,,,,,,,,,0,
MA,Massachusetts,03,,0,,,,District Votes:,,27166.0,,,,344592.0,,,,,,0,
MA,Massachusetts,04,,0,,,,Party Votes:,D,16065.0,,,,,,,,,,0,
MA,Massachusetts,04,,0,,,,Party Votes:,R,4386.0,,,,,,,,,,0,
MA,Massachusetts,04,,0,,,,District Votes:,,20451.0,,,,379213.0,,,,,,0,
MA,Massachusetts,05,,0,,,,Party Votes:,D,30521.0,,,,,,,,,,0,
MA,Massachusetts,05,,0,,,,District Votes:,,30521.0,,,,289807.0,,,,,,0,
MA,Massachusetts,06,,0,,,,Party Votes:,D,28473.0,,,,,,,,,,0,
MA,Massachusetts,06,,0,,,,District Votes:,,28473.0,,,,314055.0,,,,,,0,
MA,Massachusetts,07,,0,,,,Party Votes:,D,38213.0,,,,,,,,,,0,
MA,Massachusetts,07,,0,,,,District Votes:,,38213.0,,,,256911.0,,,,,,0,
MA,Massachusetts,08,,0,,,,Party Votes:,D,28072.0,,,,,,,,,,0,
MA,Massachusetts,08,,0,,,,Party Votes:,R,6147.0,,,,,,,,,,0,
MA,Massachusetts,08,,0,,,,District Votes:,,34219.0,,,,374265.0,,,,,,0,
MA,Massachusetts,09,,0,,,,Party Votes:,D,31289.0,,,,,,,,,,0,
MA,Massachusetts,09,,0,,,,Party Votes:,R,20154.0,,,,,,,,,,0,
MA,Massachusetts,09,,0,,,,District Votes:,,51443.0,,,,379895.0,,,,,,0,
MA,Massachusetts,H,,0,,,,Total State Votes:,,297777.0,,,,2940688.0,,,,,,0,
MI,Michigan,01,,0,,,,Party Votes:,R,87052.0,,,,,,,,,,0,
MI,Michigan,01,,0,,,,Party Votes:,D,44216.0,,,,,,,,,,0,
MI,Michigan,01,,0,,,,District Votes:,,131268.0,,,,360271.0,,,,,,0,
MI,Michigan,02,,0,,,,Party Votes:,R,60844.0,,,,,,,,,,0,
MI,Michigan,02,,0,,,,Party Votes:,D,26498.0,,,,,,,,,,0,
MI,Michigan,02,,0,,,,District Votes:,,87342.0,,,,339328.0,,,,,,0,
MI,Michigan,03,,0,,,,Party Votes:,R,55889.0,,,,,,,,,,0,
MI,Michigan,03,,0,,,,Party Votes:,D,20352.0,,,,,,,,,,0,
MI,Michigan,03,,0,,,,District Votes:,,76241.0,,,,342365.0,,,,,,0,
MI,Michigan,04,,0,,,,Party Votes:,R,57886.0,,,,,,,,,,0,
MI,Michigan,04,,0,,,,Party Votes:,D,2013.0,,,,,,,,,,0,
MI,Michigan,04,,0,,,,District Votes:,,59899.0,,,,315751.0,,,,,,0,
MI,Michigan,05,,0,,,,Party Votes:,D,59090.0,,,,,,,,,,0,
MI,Michigan,05,,0,,,,Party Votes:,R,18246.0,,,,,,,,,,0,
MI,Michigan,05,,0,,,,District Votes:,,77336.0,,,,319291.0,,,,,,0,
MI,Michigan,06,,0,,,,Party Votes:,R,49733.0,,,,,,,,,,0,
MI,Michigan,06,,0,,,,Party Votes:,D,21622.0,,,,,,,,,,0,
MI,Michigan,06,,0,,,,District Votes:,,71355.0,,,,329565.0,,,,,,0,
MI,Michigan,07,,0,,,,Party Votes:,R,57367.0,,,,,,,,,,0,
MI,Michigan,07,,0,,,,Party Votes:,D,25611.0,,,,,,,,,,0,
MI,Michigan,07,,0,,,,District Votes:,,82978.0,,,,334807.0,,,,,,0,
MI,Michigan,08,,0,,,,Party Votes:,R,56424.0,,,,,,,,,,0,
MI,Michigan,08,,0,,,,Party Votes:,D,28810.0,,,,,,,,,,0,
MI,Michigan,08,,0,,,,District Votes:,,85234.0,,,,366968.0,,,,,,0,
MI,Michigan,09,,0,,,,Party Votes:,D,48393.0,,,,,,,,,,0,
MI,Michigan,09,,0,,,,Party Votes:,R,32964.0,,,,,,,,,,0,
MI,Michigan,09,,0,,,,District Votes:,,81357.0,,,,344775.0,,,,,,0,
MI,Michigan,10,,0,,,,Party Votes:,R,79350.0,,,,,,,,,,0,
MI,Michigan,10,,0,,,,Party Votes:,D,20710.0,,,,,,,,,,0,
MI,Michigan,10,,0,,,,District Votes:,,100060.0,,,,340983.0,,,,,,0,
MI,Michigan,11,,0,,,,Party Votes:,R,51221.0,,,,,,,,,,0,
MI,Michigan,11,,0,,,,Party Votes:,D,29349.0,,,,,,,,,,0,
MI,Michigan,11,,0,,,,District Votes:,,80570.0,,,,379488.0,,,,,,0,
MI,Michigan,12,,0,,,,Party Votes:,D,55046.0,,,,,,,,,,0,
MI,Michigan,12,,0,,,,Party Votes:,R,15115.0,,,,,,,,,,0,
MI,Michigan,12,,0,,,,District Votes:,,70161.0,,,,328542.0,,,,,,0,
MI,Michigan,13,,0,,,,Party Votes:,D,50936.0,,,,,,,,,,0,
MI,Michigan,13,,0,,,,Party Votes:,R,4894.0,,,,,,,,,,0,
MI,Michigan,13,,0,,,,District Votes:,,55830.0,,,,257797.0,,,,,,0,
MI,Michigan,14,,0,,,,Party Votes:,D,63567.0,,,,,,,,,,0,
MI,Michigan,14,,0,,,,Party Votes:,R,10964.0,,,,,,,,,,0,
MI,Michigan,14,,0,,,,District Votes:,,74531.0,,,,310974.0,,,,,,0,
MI,Michigan,H,,0,,,,Total State Votes:,,1134162.0,,,,4670905.0,,,,,,0,
MN,Minnesota,01,,0,,,,Party Votes:,DFL,13538.0,,,,,,,,,,0,
MN,Minnesota,01,,0,,,,Party Votes:,R,14181.0,,,,,,,,,,0,
MN,Minnesota,01,,0,,,,District Votes:,,27719.0,,,,335877.0,,,,,,0,
MN,Minnesota,02,,0,,,,Party Votes:,R,23802.0,,,,,,,,,,0,
MN,Minnesota,02,,0,,,,Party Votes:,DFL,15155.0,,,,,,,,,,0,
MN,Minnesota,02,,0,,,,District Votes:,,38957.0,,,,370514.0,,,,,,0,
MN,Minnesota,03,,0,,,,District Votes:,,,,,,393464.0,,,,,,0,
MN,Minnesota,04,,0,,,,Party Votes:,DFL,35464.0,,,,,,,,,,0,
MN,Minnesota,04,,0,,,,Party Votes:,R,6853.0,,,,,,,,,,0,
MN,Minnesota,04,,0,,,,District Votes:,,42317.0,,,,351944.0,,,,,,0,
MN,Minnesota,05,,0,,,,Party Votes:,DFL,44024.0,,,,,,,,,,0,
MN,Minnesota,05,,0,,,,Party Votes:,R,4177.0,,,,,,,,,,0,
MN,Minnesota,05,,0,,,,District Votes:,,48201.0,,,,361882.0,,,,,,0,
MN,Minnesota,06,,0,,,,Party Votes:,R,19771.0,,,,,,,,,,0,
MN,Minnesota,06,,0,,,,Party Votes:,DFL,9566.0,,,,,,,,,,0,
MN,Minnesota,06,,0,,,,District Votes:,,29337.0,,,,358924.0,,,,,,0,
MN,Minnesota,07,,0,,,,Party Votes:,DFL,16253.0,,,,,,,,,,0,
MN,Minnesota,07,,0,,,,Party Votes:,R,14873.0,,,,,,,,,,0,
MN,Minnesota,07,,0,,,,District Votes:,,31126.0,,,,330848.0,,,,,,0,
MN,Minnesota,08,,0,,,,District Votes:,,,,,,356979.0,,,,,,0,
MN,Minnesota,H,,0,,,,Total State Votes:,,217657.0,,,,2860432.0,,,,,,0,
MS,Mississippi,01,,0,,,,Party Votes:,R,106446.0,,,,,,,,,,0,
MS,Mississippi,01,,0,,,,District Votes:,,106446.0,,,,300423.0,,,,,,0,
MS,Mississippi,02,,0,,,,Party Votes:,R,35871.0,,,,,,,,,,0,
MS,Mississippi,02,,0,,,,District Votes:,,35871.0,,,,286626.0,,,,,,0,
MS,Mississippi,03,,0,,,,Party Votes:,R,98757.0,,,,,,,,,,0,
MS,Mississippi,03,,0,,,,Party Votes:,D,44533.0,,,,,,,,,,0,
MS,Mississippi,03,,0,,,,District Votes:,,143290.0,,,,316445.0,,,,,,0,
MS,Mississippi,04,,0,,,,Party Votes:,R,103558.0,,,,,,,,,,0,
MS,Mississippi,04,,0,,,,District Votes:,,103558.0,,,,278779.0,,,,,,0,
MS,Mississippi,H,,0,,,,Total State Votes:,,389165.0,,,,1182273.0,,,,,,0,
MO,Missouri,01,,0,,,,Party Votes:,D,89620.0,,,,,,,,,,0,
MO,Missouri,01,,0,,,,Party Votes:,R,18517.0,,,,,,,,,,0,
MO,Missouri,01,,0,,,,Party Votes:,LIB,367.0,,,,,,,,,,0,
MO,Missouri,01,,0,,,,District Votes:,,108504.0,,,,314024.0,,,,,,0,
MO,Missouri,02,,0,,,,Party Votes:,R,93347.0,,,,,,,,,,0,
MO,Missouri,02,,0,,,,Party Votes:,D,40379.0,,,,,,,,,,0,
MO,Missouri,02,,0,,,,Party Votes:,LIB,553.0,,,,,,,,,,0,
MO,Missouri,02,,0,,,,District Votes:,,134279.0,,,,413296.0,,,,,,0,
MO,Missouri,03,,0,,,,Party Votes:,R,114714.0,,,,,,,,,,0,
MO,Missouri,03,,0,,,,Party Votes:,D,26369.0,,,,,,,,,,0,
MO,Missouri,03,,0,,,,Party Votes:,LIB,483.0,,,,,,,,,,0,
MO,Missouri,03,,0,,,,Party Votes:,CON,80.0,,,,,,,,,,0,
MO,Missouri,03,,0,,,,District Votes:,,141646.0,,,,368333.0,,,,,,0,
MO,Missouri,04,,0,,,,Party Votes:,R,101890.0,,,,,,,,,,0,
MO,Missouri,04,,0,,,,Party Votes:,D,27356.0,,,,,,,,,,0,
MO,Missouri,04,,0,,,,Party Votes:,LIB,521.0,,,,,,,,,,0,
MO,Missouri,04,,0,,,,District Votes:,,129767.0,,,,332234.0,,,,,,0,
MO,Missouri,05,,0,,,,Party Votes:,D,55274.0,,,,,,,,,,0,
MO,Missouri,05,,0,,,,Party Votes:,R,41297.0,,,,,,,,,,0,
MO,Missouri,05,,0,,,,Party Votes:,LIB,577.0,,,,,,,,,,0,
MO,Missouri,05,,0,,,,District Votes:,,97148.0,,,,324270.0,,,,,,0,
MO,Missouri,06,,0,,,,Party Votes:,R,82360.0,,,,,,,,,,0,
MO,Missouri,06,,0,,,,Party Votes:,D,28534.0,,,,,,,,,,0,
MO,Missouri,06,,0,,,,Party Votes:,LIB,385.0,,,,,,,,,,0,
MO,Missouri,06,,0,,,,District Votes:,,111279.0,,,,350444.0,,,,,,0,
MO,Missouri,07,,0,,,,Party Votes:,R,107441.0,,,,,,,,,,0,
MO,Missouri,07,,0,,,,Party Votes:,D,18031.0,,,,,,,,,,0,
MO,Missouri,07,,0,,,,Party Votes:,LIB,398.0,,,,,,,,,,0,
MO,Missouri,07,,0,,,,District Votes:,,125870.0,,,,338607.0,,,,,,0,
